fanyi,title
半亩大的方形池塘像一面镜子一样打开，清澈明净，天光、云影在水面上闪耀浮动。要问池塘里的水为何这样清澈呢？是因为有永不枯竭的源头源源不断地为它输送活水。,观书有感二首·其一
朱雀桥边一些野草开花，乌衣巷口唯有夕阳斜挂。当年王导、谢安檐下的燕子，如今已飞进寻常百姓家中。,乌衣巷
江山沐浴着春光，多么秀丽，春风送来花草的芳香。燕子衔着湿泥忙筑巢，暖和的沙子上睡着成双成对的鸳鸯。,绝句二首
一个小孩撑着小船，偷偷地采了白莲回来。他不知道怎么掩藏踪迹，水面的浮萍上留下了一条船儿划过的痕迹。,池上
瑟瑟的秋风吹动梧桐树叶，送来阵阵寒意，江上吹来秋风，使出门在外的我不禁思念起自己的家乡。家中几个小孩还在兴致勃勃地斗蟋蟀呢！夜深人静了还亮着灯不肯睡眠。,夜书所见
少小时就没有随俗气韵，自己的天性是热爱自然。偶失足落入了仕途罗网，转眼间离田园已十余年。笼中鸟常依恋往日山林，池里鱼向往着从前深渊。我愿在南野际开垦荒地，保持着拙朴性归耕田园。绕房宅方圆有十余亩地，还有那茅屋草舍八九间。榆柳树荫盖着房屋后檐，争春的桃与李列满院前。远处的邻村舍依稀可见，村落里飘荡着袅袅炊烟。深巷中传来了几声狗吠，桑树顶有雄鸡不停啼唤。庭院内没有那尘杂干扰，静室里有的是安适悠闲。久困于樊笼里毫无自由，我今日总算又归返林山。,归园田居·其一
鲜红浑圆的红豆，生长在阳光明媚的南方，春暖花开的季节，不知又生出多少？希望思念的人儿多多采集，小小红豆引人相思。,相思
带着一丝寒意，独自登上小楼，清晨的阴凉，令人厌烦，仿佛已是深秋。回望画屏，淡淡烟雾，潺潺流水，意境幽幽。窗外，花儿自由自在地轻轻飞舞，恰似梦境，雨淅淅沥沥的下着，漫无边际地飘洒着，就像愁绪飞扬。再看那缀着珠宝的帘子正随意悬挂在小小银钩之上。,浣溪沙·漠漠轻寒上小楼
秋水胜涨，几乎与岸平，水天含混迷茫与天空浑然一体。云梦大泽水气蒸腾白白茫茫，波涛汹涌似乎把岳阳城撼动。我想渡水苦于找不到船与桨，圣明时代闲居委实羞愧难容。闲坐观看别人辛勤临河垂钓，只能白白羡慕被钓上来的鱼。,望洞庭湖赠张丞相 / 临洞庭
回忆当年鹏程万里为了寻找建功立业的机会，单枪匹马奔赴边境保卫梁州。如今防守边疆要塞的从军生活只能在梦中出现，梦一醒不知身在何处？灰尘已经盖满了旧时出征的貂裘。胡人还未消灭，鬓边已呈秋霜，感伤的眼泪白白地淌流。这一生谁能预料，原想一心一意抗敌在天山，如今却一辈子老死于沧洲！,诉衷情·当年万里觅封侯
大风劲吹啊浮云飞扬，我统一了天下啊衣锦还乡，怎样才能得到勇士啊为国家镇守四方！,大风歌
爱情应该像山上的雪一般纯洁，像云间月亮一样光明。听说你怀有二心，所以来与你决裂。今日犹如最后的聚会，明日便将分手沟头。我缓缓的移动脚步沿沟走去，过去的生活宛如沟水东流，一去不返。当初我毅然离家随君远去，就不像一般女孩凄凄啼哭。满以为嫁了一个情意专心的称心郎，可以相爱到老永远幸福了。男女情投意合就像钓竿那样轻细柔长，鱼儿那样活波可爱。男子应当以情意为重，失去了真诚的爱情是任何钱财珍宝都无法补偿的。,白头吟
山与天相接的地方缭绕着阵阵云烟，从竹林的缝隙里看洒落下余晖的夕阳。鸟儿欢快地向房檐上飞去，洁白的云儿竟然从窗户里轻轻地飘了出来。,山中杂诗
臣陈言：我因命运不好，很早就遭遇到了不幸，刚出生六个月，父亲就弃我而死去。我四岁的时候，舅父强迫母亲改变了守节的志向。我的祖母刘氏，怜悯我年幼丧父，便亲自抚养。臣小的时候经常生病，九岁时不能走路。孤独无靠，一直到成人自立。既没有叔叔伯伯，又缺少兄弟，门庭衰微、福分浅薄，很晚才有儿子。在外面没有比较亲近的亲戚，在家里又没有照应门户的童仆，生活孤单没有依靠，只有自己的身体和影子相互安慰。但祖母刘氏又早被疾病缠绕，常年卧床不起，我侍奉她吃饭喝药，从来就没有离开她。到了晋朝建立，我蒙受着清明的政治教化。先前有名叫逵的太守，察举臣为孝廉，后来又有名叫荣的刺史推举臣为优秀人才。臣因为供奉赡养祖母的事无人承担，辞谢不接受任命。朝廷又特地下了诏书，任命我为郎中，不久又蒙受国家恩命，任命我为太子的侍从。我凭借卑微低贱的身份，担当侍奉太子的职务，这实在不是我杀身所能报答朝廷的。我将以上苦衷上表报告，加以推辞不去就职。但是诏书急切严峻，责备我怠慢不敬。郡县长官催促我立刻上路；州县的长官登门督促，比流星坠落还要急迫。我很想奉旨为皇上奔走效劳，但祖母刘氏的病却一天比一天重；想要姑且顺从自己的私情，但报告申诉不被允许。我是进退两难，十分狼狈。我想晋朝是用孝道来治理天下的，凡是年老而德高的旧臣，尚且还受到怜悯养育，况且我孤单凄苦的程度更为严重呢。况且我年轻的时候曾经做过蜀汉的官，担任过郎官职务，本来就希望做官显达，并不顾惜名声节操。现在我是一个低贱的亡国俘虏，十分卑微浅陋，受到过分提拔，恩宠优厚，怎敢犹豫不决而有非分的企求呢？只是因为祖母刘氏寿命即将终了，气息微弱，生命垂危，早上不能想到晚上怎样。我如果没有祖母，无法达到今天的地位；祖母如果没有我的照料，也无法度过她的余生。祖孙二人，互相依靠而维持生命，因此我不能废止侍养祖母而远离。我现在的年龄四十四岁了，祖母现在的年龄九十六岁了，这样看来我在陛下面前尽忠尽节的日子还很长，而在祖母刘氏面前尽孝尽心的日子很短。我怀着乌鸦反哺的私情，乞求能够准许我完成对祖母养老送终的心愿。我的辛酸苦楚，并不仅仅是蜀地的百姓及益州、梁州的长官所能明白知晓的，天地神明，实在也都能明察。希望陛下能怜悯我的诚心，满足我微不足道的心愿，使祖母刘氏能够侥幸地保全她的余生。我活着应当杀身报效朝廷，死了也要结草衔环来报答陛下的恩情。我怀着像犬马一样不胜恐惧的心情，恭敬地呈上此表来使陛下知道这件事。,陈情表
明天又一个明天，明天何等的多。我的一生都在等待明日，什么事情都没有进展。世人和我一样辛苦地被明天所累，一年年过去马上就会老。早晨看河水向东流逝，傍晚看太阳向西坠落才是真生活。百年来的明日能有多少呢？请诸位听听我的《明日歌》。,明日歌
枣花纷纷落在衣襟上。村南村北响起车缫丝的声音，古老的柳树底下有一个穿牛衣的农民在叫卖黄瓜。路途遥远，酒意上心头，昏昏然只想小憩一番。艳阳高照，无奈口渴难忍，想随便去哪找点水喝。于是敲开一家村民的屋门，问：可否给碗茶？,浣溪沙·簌簌衣巾落枣花
陈胜，是阳城人，字涉。吴广，是阳夏人，字叔。陈胜年轻时，曾同别人一起被雇佣给人耕地，（一天他）停止耕作走到田埂高地上休息，因失望而叹息了许久，说：“如果有谁富贵了，不要忘记大家呀。”一起耕作的同伴笑着回答说：“你一个受雇耕作的人，哪来的富贵呢？”陈涉长叹一声说：“唉，燕雀怎么能知道鸿鹄的志向呢？”,陈涉世家
烽火照耀京都长安，不平之气油然而生。辞别皇宫，将军手执兵符而去；围敌攻城，精锐骑兵勇猛异常。大雪纷飞，军旗黯然失色；狂风怒吼，夹杂咚咚战鼓。我宁愿做个低级军官为国冲锋陷阵，也胜过当个白面书生只会雕句寻章。,从军行
一只渔船上，有两个小孩子，他们收起了竹竿，停下了船桨，坐在船中。怪不得没下雨他们就张开了伞，原来他们不是为了遮雨，而是想利用伞当帆让船前进啊。,舟过安仁
暮色苍茫，更觉前行山路遥远。天寒地冻，倍觉投宿人家清贫。忽然听得柴门狗叫，应是主人风雪夜归。,逢雪宿芙蓉山主人
空荡的秋空虽火红似火，可是我心中却千里冷落凄凉，冷清的江水只能伴随着天空流去，何处会是尽头，这秋天无边无际。无奈的眺望远处的山岭，为何，报国又比登天难，为何，国家又如此腐败，只能怪人间正道是沧桑。那群山像女人头上的玉簪和螺髻，难道说，这王朝只剩下花天酒地了吗？斜下的太阳照着这亭子，在长空远飞离群。孤雁伴着它那凄惨绝望声从天空划过，或许是映照着我这流落江南思乡游子。我看着这宝刀，却不曾沾染着敌人的鲜血，我狠狠地把亭上的栏杆都拍遍了，也没有人领会我现在登楼的心意，天下知我者，还能有谁呢？。我可不会像那样，为家乡之景而归。那刘备天下为怀，斥责许氾，辞气激扬，令人佩服。只可惜时光如流水一般过去，我真担心着风雨飘荡中的国家，时间如白驹过隙！连一拭英雄泪的红巾翠袖也无人唤取了。,水龙吟·登建康赏心亭
我在京城小住时日，转眼间就又到了中秋佳节。篱笆下面的菊花都已盛开，秋色明净，就像刚刚擦洗过一般。四面的歌声渐歇，我也终如汉之破楚，突破了家庭的牢笼，如今一个人思量着在浙江时那八年的生活况味。他们苦苦地想让我做一个贵妇人，其实，我是多么的不屑啊！,满江红·小住京华
曾经到临过沧海，别处的水就不足为顾；若除了巫山，别处的云便不称其为云。仓促地由花丛中走过，懒得回头顾盼；这缘由，一半是因为修道人的清心寡欲，一半是因为曾经拥有过的你。,离思五首·其四
驾驭着白马向西北驰去，马上佩带着金色的马具。有人问他是谁家的孩子，边塞的好男儿游侠骑士。年纪轻轻就离别了家乡，到边塞显身手建立功勋。楛木箭和强弓从不离身，下苦功练就了一身武艺。拉开弓如满月左右射击，一箭箭中靶心不差毫厘。飞骑射裂了箭靶“月支”，转身又射碎箭靶“马蹄”。他灵巧敏捷赛过猿猴，又勇猛轻疾如同豹螭。听说国家边境军情紧急，侵略者一次又一次进犯内地。告急信从北方频频传来，游侠儿催战马跃上高堤。随大军平匈奴直捣敌巢，再回师扫鲜卑驱逐敌骑。上战场面对着刀山剑树，从不将安和危放在心里。连父母也不能孝顺服侍，更不能顾念那儿女妻子。名和姓既列上战士名册，早已经忘掉了个人私利。为国家解危难奋勇献身，看死亡就好像回归故里。,白马篇
赵国的侠客帽上随便点缀着胡缨，吴钩宝剑如霜雪一样明亮。银鞍与白马相互辉映，飞奔起来如飒飒流星。十步之内，稳杀一人，千里关隘，不可留行。完事以后，拂衣而去，不露一点声，深藏身名。有时空闲，步过信陵郡，来点酒饮，脱剑横在膝前。与朱亥一起大块吃肉，与侯嬴一道大碗喝酒。三杯下肚，一诺千金，义气重于五岳。酒后眼花耳热，意气勃勃劲生，气吞虹霓。朱亥挥金槌杀大将窃兵符救赵，使邯郸军民大为震惊。朱亥与侯嬴真千秋万古二壮士，声名煊赫大梁城。身为侠客纵死侠骨也留香，不愧为一世英豪。谁能学杨雄那个儒生，终身在书閤上，头发白了，还在书写《太玄经》。,侠客行
荷花凋谢连那擎雨的荷叶也枯萎了，只有那开败了菊花的花枝还傲寒斗霜。一年中最好的景致你一定要记住，那就是在橙子金黄、橘子青绿的秋末冬初的时节啊。,赠刘景文 / 冬景
凤凰台上曾经有凤凰来悠游，凤去台空只有江水依旧东流。吴宫鲜花芳草埋着荒凉小径，晋代多少王族已成荒冢古丘。三山云雾中隐现如落青天外，江水被白鹭洲分成两条河流。总有奸臣当道犹如浮云遮日，长安望不见心中郁闷长怀愁。,登金陵凤凰台
住在客栈里，独对残灯，睡不着觉。不知什么缘故，诗人的心情变得十分凄凉悲伤。在这除夕之夜，想象故乡人思念千里之外的自己的情景，而明天又要增加一岁，新添不少白发啊。佳节思亲是常情，历来如此。但除夕之夜，“独不眠”、“转凄然”、“思千里”，还有一层意思：到了明天，就又增加一岁，包含了诗人年复一年老大无成的伤感。,除夜作
绿树葱郁浓阴夏日漫长，楼台的倒影映入了池塘。水精帘在抖动微风拂起，满架蔷薇惹得一院芳香。,山亭夏日
去年春天，就在这扇门里，姑娘脸庞，相映鲜艳桃花。今日再来此地，姑娘不知去向何处，只有桃花依旧，含笑怒放春风之中。,题都城南庄
您是刚从我们家乡来的，一定了解家乡的人情世态。请问您来的时候我家雕画花纹的窗户前，那一株腊梅花开了没有？,杂诗三首·其二
清明时节，春雷万钧，惊醒万物，宇宙给大地带来了勃勃生机。春雨绵绵，使大地上一片芳草萋萋，桃李盛开。野田荒芜之处，是埋葬着死者的墓地，死去的人们长眠地下，使活着的人心里感到难过。诗人由清明的美景想到死者，从死想到了生，想到人生的意义。诗人指出，人生各不相同。古代的某个齐人天天到墓地偷吃别人祭奠亲人的饭菜，吃得油嘴腻脸。回到家里，还要对妻子和小妾撒谎吹嘘，他是在某个当大官的朋友家里吃喝，主人如何盛情招待他。这种人的人生萎琐卑下，毫无人格尊严。而另有一些高士，如春秋战国时代的介子推，他帮助晋文公建国以后，不要高官厚禄，宁可隐居山中。晋文公想让他出来做官，下令放火烧山，但是，介子推其志不可动摇，意抱树焚死在绵山中。由清明的百花盛开想到荒原的逝者，想到人生的价值。他感叹地说，虽然无论智愚高低，最后都是篷蒿一丘，但是人生的意义却大不相同。,清明
无论是在平地，还是在那高山，哪里鲜花迎风盛开，哪里就有蜜蜂奔忙。蜜蜂啊，你采尽百花酿成了花蜜，到底为谁付出辛苦，又想让谁品尝香甜？,蜂
君子说：学习不可以停止的。譬如靛青这种染料是从蓝草里提取的，然而却比蓝草的颜色更青；冰块是冷水凝结而成的，然而却比水更寒冷。木材笔直，合乎墨线，但是,劝学
他把家迁徙到了城郭一带，乡间小路通向桑麻的地方。近处篱笆边都种上了菊花，秋天到了却尚未见它开放。敲门竟连一声犬吠都没有，要去向西家邻居打听情况。邻人报说他是到山里去了，回来时总要西山映着斜阳。,寻陆鸿渐不遇
三国鼎立你建立了盖世功绩，创八阵图你成就了永久声名。江水东流推不转你布阵石头，千古遗恨你灭吴失策功未就。,八阵图
清晨栏杆外的菊花笼罩着一层愁惨的烟雾，兰花沾露似乎是饮泣的露珠。罗幕之间透露着缕缕轻寒，一双燕子飞去。明月不明白离别之苦，斜斜的银辉直到破晓还穿入朱户。昨天夜里西风惨烈，凋零了绿树。我独自登上高楼，望尽那消失在天涯的道路。想给我的心上人寄一封信。但是高山连绵，碧水无尽，又不知道我的心上人在何处。,蝶恋花·槛菊愁烟兰泣露
梳洗完毕，独自一人登上望江楼，倚靠着楼柱凝望着滔滔江面。上千艘船过去了，所盼望的人都没有出现。太阳的余晖脉脉地洒在江面上，江水慢慢地流着，思念的柔肠萦绕在那片白蘋洲上。,望江南·梳洗罢
此次离别不知你们心绪何如，停住马饮酒询问被贬的去处。巫峡猿猴悲啼令人伤心流泪，衡阳的归雁会为我捎来回书。秋日青枫江上孤帆远远飘去，白帝城边黄叶飘零古木稀疏。圣明朝代如今定会多施雨露，暂时分手希望你们不要踌躇。,送李少府贬峡中王少府贬长沙
京城一年一度又是清明，人们的心里自然就起了忧愁思念。马车声在路上繁杂地响着，东城的郊外杨柳一片青翠。花开了草都长了出来，鸟儿在飞蝴蝶成双成对在嬉戏。自己坐在空空的大堂里回忆往昔，以茶代酒，喝着聊着。,清明即事
傍晚时心情不快，驾着车登上古原。夕阳啊无限美好，只不过已是黄昏。,乐游原 / 登乐游原
"永州的野外出产一种奇特的蛇，（它有着）黑色的底子白色的花纹；如果这种蛇碰到草木,草木全都干枯而死；如果蛇用牙齿咬人，没有能够抵挡（蛇毒）的方法。然而捉到后晾干把它用来作成药饵，可以用来治愈大风、挛踠、瘘、疠，去除死肉，杀死人体内的寄生虫。起初，太医用皇帝的命令征集这种蛇，每年征收这种蛇两次，招募能够捕捉这种蛇的人，充抵他的赋税缴纳。永州的人都争着去做（捕蛇）这件事。",捕蛇者说
我回忆儿童时，可以张开眼睛看着太阳，能看清最细微的东西。我看见细小的东西，一定会去仔细地观察它的纹理，因此常有超出事物本身的乐趣。,童趣
昨夜星光灿烂，夜半却有习习凉风；我们酒筵设在画楼西畔、桂堂之东。身上无彩凤的双翼，不能比翼齐飞；内心却像灵犀一样，感情息息相通。互相猜钩嬉戏，隔座对饮春酒暖心；分组来行酒令，决一胜负烛光泛红。可叹呵，听到五更鼓应该上朝点卯；策马赶到兰台，像随风飘转的蓬蒿。,无题·昨夜星辰昨夜风
不要说从山岭上下来就没有困难，这句话骗得前来爬山的人白白地欢喜一场。当你进入到崇山峻岭的圈子里以后，你刚攀过一座山，另一座山立刻将你阻拦。,过松源晨炊漆公店
夜幕降临，云气收尽，天地间充满了寒气，银河流泻无声，皎洁的月儿转到了天空，就像玉盘那样洁白晶莹。我这一生中每逢中秋之夜，月光多为风云所掩，很少碰到像今天这样的美景，真是难得啊！可明年的中秋，我又会到何处观赏月亮呢？,阳关曲·中秋月
长相思呵长相思，我们相思在长安，秋天蟋蟀常悲鸣，声声出自金井阑。薄霜凄凄送寒气，竹席已觉生凉寒；夜里想她魂欲断，孤灯伴我昏暗暗。卷起窗帘望明月，对月徒然独长叹；如花似玉美人呵，仿佛相隔在云端！青青冥冥呵，上是无边无垠的蓝天，清水渺渺呵，下是浩浩汤汤的波澜。天长长来地迢迢，灵魂飞越多辛苦；关山重重相阻隔，梦魂相见也艰难。长相思呵长相思，每每相思摧心肝！,长相思·其一
昨天夜里北斗星的斗柄转向东方，今天早晨一年又开始了。我已经四十岁了，虽然没有官职但仍担心农事。靠近在种满桑树的田野里耕作的农夫，扛着锄头和牧童一起劳作。农家人推测今年的收成，都说这一年是丰收年。,田家元日
陈元方十一岁时，去拜会袁公。袁公问：“你贤良的父亲在太丘做官，远近的人都称赞他，他到底做了些什么事情？”元方说：“我父亲在太丘，对强者用德行去安抚；对弱者用仁慈去安抚，让人们心安理得地做事，久而久之，大家就对他老人家更加敬重。”袁公说：“我曾经也当过邺县县令，正是做这样的事情。不知是你的父亲学我，还是我学你的父亲？”元方说：“周公、孔子生在不同时代，虽然时间相隔遥远，但他们的行为却是那么一致。周公没有学孔子，孔子也没有学周公。”,陈元方候袁公
北方有位美丽姑娘，独立世俗之外，她对守城的将士瞧一眼，将士弃械，墙垣失守；她对君临天下的皇帝瞧一眼，皇帝倾心，国家败亡！美丽的姑娘呀，常常带来“倾城、倾国”的灾难。纵然如此，也不能失去获得佳人的好机会。美好姑娘世所难遇、不可再得！,李延年歌
锦官城里的音乐声轻柔悠扬，一半随着江风飘去，一半飘入了云端。这样的乐曲只应该天上有，人间里哪能听见几回？,赠花卿
青春的日子十分容易逝去，学问却很难获得成功，所以每一寸光阴都要珍惜，不能轻易放过。没等池塘生春草的美梦醒来，台阶前的梧桐树叶就已经在秋风里沙沙作响了。,劝学诗 / 偶成
"1）盐梅——盐和梅子。盐味咸，梅味酸，均为调味所需。亦喻指国家所需的贤才。盐花梅浆，可用以擦洗银器。2）曲糵——亦作“麴櫱”。亦作“麴孽”。亦作“曲櫱”。指酒曲。《书·说命下》：“若作酒醴，尔惟麴糵。”汉《论衡·率性》：“酒之泊厚，同一麴蘖。”宋《盐官大悲阁记》：“秫稻以为酒，麴糵以作之。”指酒。《宋书·传》：“交游闒茸，沉迷麴糵。”有时也指酒税。3）缕——凡指线状物。4）槿——木名,即木槿[roseofSharon]。锦葵科,落叶灌木。夏秋开花,花有白、紫、红诸色,朝开暮闭,栽培供观赏,兼作绿篱。花、皮可入药。茎的纤维可造纸“颜如花落槿,鬓似雪飘蓬。”——五代·张正见《白头吟》5）贻厥——贻：赠给；遗留。厥，文言代词、助词或副词，相当于“其”或“之”。6）昆芳——昆，指后代、子孙。昆芳，后代有美好的名声。",端午
纵目望去，黄河渐行渐远，好像奔流在缭绕的白云中间，就在黄河上游的万仞高山之中，一座孤城玉门关耸峙在那里，显得孤峭冷寂。何必用羌笛吹起那哀怨的杨柳曲去埋怨春光迟迟不来呢，原来玉门关一带春风是吹不到的啊！,凉州词二首
昨天刚登上龙山宴饮，今天又在这里举起了酒杯。菊花为何这样受苦，遭到两个重阳的采折之罪？,九月十日即事
杭州地理位置重要，风景优美，是三吴的都会。这里自古以来就十分繁华。如烟的柳树、彩绘的桥梁，挡风的帘子、翠绿的帐幕，楼阁高高低低，大约有十万户人家。高耸入云的大树环绕着钱塘江沙堤，澎湃的潮水卷起霜雪一样白的浪花，宽广的江面一望无涯。市场上陈列着琳琅满目的珠玉珍宝，家家户户都存满了绫罗绸缎，争相比奢华。里湖、外湖与重重叠叠的山岭非常清秀美丽。秋天桂花飘香，夏季十里荷花。晴天欢快地吹奏羌笛，夜晚划船采菱唱歌，钓鱼的老翁、采莲的姑娘都嬉笑颜开。千名骑兵簇拥着巡察归来的长官。在微醺中听着箫鼓管弦，吟诗作词，赞赏着美丽的水色山光。他日把这美好的景致描绘出来，回京升官时向朝中的人们夸耀。,望海潮·东南形胜
我被江边上的春花弄得烦恼不堪，无处讲述这种心倩只好到处乱走。来到南邻想寻找酷爱饮酒的伙伴，不料他床已空十天前便外出饮酒。,江畔独步寻花七绝句
采莲少女的绿罗裙融入到田田荷叶中，仿佛一色，少女的脸庞掩映在盛开的荷花间，相互映照。混入莲池中不见了踪影，听到歌声四起才觉察到有人前来。,采莲曲
"秋风萧瑟,天气清冷，草木凋落，白露凝霜。燕群辞归，天鹅南飞。思念出外远游的良人啊，我肝肠寸断。思虑冲冲，怀念故乡。君为何故，淹留他方。贱妾孤零零的空守闺房，忧愁的时候思念君子啊，我不能忘怀。不知不觉中珠泪下落，打湿了我的衣裳。拿过古琴，拨弄琴弦却发出丝丝哀怨。短歌轻吟，似续还断。那皎洁的月光啊照着我的空床，星河沉沉向西流，忧心不寐夜漫长。牵牛织女啊远远的互相观望，你们究竟有什么罪过，被天河阻挡。",燕歌行二首·其一
有一个屠夫，傍晚走在路上，被狼紧紧地追赶着。路旁有个农民留下的田间休息处，他就跑进去躲藏在里面。狼从苫房的草帘中伸进两只爪子。于是屠夫急忙捉住狼爪，不让它离开，但是没有办法可以杀死它。只有一把不满一寸长的小刀，就用它割破爪子下面的狼皮，用吹猪的方法往里吹气。（屠夫）用力吹了一阵儿，觉得狼不怎么动了，才用绳子把狼腿捆起来。出去一看，只见狼浑身膨胀，就像一头牛。四条腿直挺挺地不能弯曲，张着嘴也无法闭上。屠夫就把它背回去了。,狼三则
白梅生长在有冰有雪的树林之中，并不与桃花李花混在一起，沦落在世俗的尘埃之中。忽然间，这一夜清新的香味散发出来，竟散作了天地间的万里新春。,白梅
微风吹拂着江岸的细草，那立着高高桅杆的小船在夜里孤零地停泊着。星星垂在天边，平野显得宽阔；月光随波涌动，大江滚滚东流。我难道是因为文章而著名吗？年老病多也应该休官了。自己到处漂泊像什么呢？就像天地间的一只孤零零的沙鸥。,旅夜书怀
此诗作于元朝至元十八年，即公元1281年，是平生度过的最后一个除夕夜。这一首诗，诗句冲淡、平和，没有“天地有正气”的豪迈，没有“留取丹心照汗青”的慷慨，只表现出大英雄欲与家人共聚一堂欢饮屠苏酒过元旦的愿望，甚至字里行间中透露出一丝寂寞、悲怆的情绪。恰恰是在丹心如铁男儿这一柔情的刹那，反衬出勃勃钢铁意志之下人的肉身的真实性，这种因亲情牵扯萌发的“脆弱”，更让我们深刻体味了伟大的人性和铮铮男儿的不朽人格。,除夜
蝉垂下像帽缨一样的触角吸吮着清澈甘甜的露水，声音从挺拔疏朗的梧桐树枝间传出。蝉声远传是因为蝉居在高树上，而不是依靠秋风。,蝉
海外来客们谈起瀛洲，烟波渺茫实在难以寻求。越中来人说起天姥山，在云雾忽明忽暗间有人可以看见。天姥山仿佛连接着天遮断了天空。山势高峻超过五岳，遮掩过赤城山。天台山虽高四万八千丈，面对着它好像要向东南倾斜拜倒一样。我根据越人说的话梦游到吴越，一天夜晚飞渡过明月映照下的镜湖。镜湖上的月光照着我的影子，一直伴随我到了剡溪。住的地方如今还在，清澈的湖水荡漾，猿猴清啼。我脚上穿着谢公当年特制的木鞋，攀登直上云霄的山路。上到半山腰就看见了从海上升起的太阳，在半空中传来天鸡报晓的叫声。无数山岩重叠，道路盘旋弯曲，方向不定，迷恋着花，依倚着石头，不觉天色已经晚了。熊在怒吼，龙在长鸣，岩中的泉水在震响，使森林战栗，使山峰惊颤。云层黑沉沉的，像是要下雨，水波动荡生起了烟雾。电光闪闪，雷声轰鸣，山峰好像要被崩塌似的。仙府的石门，訇的一声从中间打开。洞中蔚蓝的天空广阔无际，看不到尽头，日月照耀着金银做的宫阙。用彩虹做衣裳，将风作为马来乘，云中的神仙们纷纷下来。老虎弹奏着琴瑟，鸾鸟驾着车。仙人们成群结队密密如麻。忽然魂魄惊动，我猛然惊醒，不禁长声叹息。醒来时只有身边的枕席，刚才梦中所见的烟雾云霞全都消失了。人世间的欢乐也是像梦中的幻境这样，自古以来万事都像东流的水一样一去不复返。告别诸位朋友远去（东鲁）啊，什么时候才能回来？暂且把白鹿放牧在青崖间，等到要远行时就骑上它访名山。岂能卑躬屈膝去侍奉权贵，使我不能有舒心畅意的笑颜！,梦游天姥吟留别 / 别东鲁诸公
归老隐居的志向就算没有那五亩田园也依然如故，读书的本意原在于黎民百姓。灯下读书，眼神已不比从前，却还是规定自己读完了两万的蝇头小字。,读书
夜卧枕被如冰，不由让我很惊讶，又看见窗户被白雪泛出的光照亮。夜深的时候就知道雪下得很大，是因为不时地能听到雪把竹枝压折的声音。,夜雪
天啊！请问世间的各位，爱情究竟是什么，竟会令这两只飞雁以生死来相对待？南飞北归遥远的路程都比翼双飞，任它多少的冬寒夏暑，依旧恩爱相依为命。比翼双飞虽然快乐，但离别才真的是楚痛难受。到此刻，方知这痴情的双雁竟比人间痴情儿女更加痴情！相依相伴，形影不离的情侣已逝，真情的雁儿心里应该知道，此去万里，形孤影单，前程渺渺路漫漫，每年寒暑，飞万里越千山，晨风暮雪，失去一生的至爱，形单影只，即使苟且活下去又有什么意义呢？这汾水一带，当年本是汉武帝巡幸游乐的地方，每当武帝出巡，总是箫鼓喧天，棹歌四起，何等热闹，而今却是冷烟衰草，一派萧条冷落。武帝已死，招魂也无济于事。女山神因之枉自悲啼，而死者却不会再归来了！双雁生死相许的深情连上天也嫉妒，殉情的大雁决不会和莺儿燕子一般，死后化为一抔尘土。将会留得生前身后名，与世长存。狂歌纵酒，寻访雁丘坟故地，来祭奠这一对爱侣的亡灵。,摸鱼儿·雁丘词 / 迈陂塘
宗庙难献的樱桃已落尽——全都随着春天归去，无知的粉蝶儿还是寻乐双飞。杜宇转化的子规在小楼西面夜夜泣血鸣啼。倚着楼窗的玉钩罗幕了望，惆怅地看着幕烟低垂。入夜后小巷里一片岑寂，人们都以纷纷散去，凄然欲绝面对烟草低迷。炉里的香烟闲绕着绘饰凤凰的衾枕。但见她愁容满面空持罗带，怎能不令人回首恨依依。,临江仙·樱桃落尽春归去
手拿干戈啊身穿犀皮甲，战车交错啊刀剑相砍杀。旗帜蔽日啊敌人如乌云，飞箭交坠啊士卒勇争先。犯我阵地啊践踏我队伍，左骖死去啊右骖被刀伤。埋住两轮啊绊住四匹马，手拿玉槌啊敲打响战鼓。天昏地暗啊威严神灵怒，残酷杀尽啊尸首弃原野。出征不回啊往前不复返，平原迷漫啊路途很遥远。佩带长剑啊挟着强弓弩，首身分离啊壮心不改变。实在勇敢啊富有战斗力，始终刚强啊没人能侵犯。身已死亡啊精神永不死，您的魂魄啊为鬼中英雄！,九歌·国殇
北海里有一条鱼，它的名字叫鲲。鲲非常巨大，不知道有几千里。鲲变化成为鸟，它的名字就叫做鹏。鹏的脊背，也不知道有几千里长；当它振动翅膀奋起直飞的时候，翅膀就好像挂在天边的云彩。这只鸟，大风吹动海水的时候就要迁徙到南方的大海去了。南方的大海是一个天然的大池子。,逍遥游(节选)
面对着潇潇暮雨从天空洒落在江面上，经过一番雨洗的秋景，分外寒凉清朗。凄凉的霜风一阵紧似一阵，关山江河一片冷清萧条，落日的余光照耀在高楼上。到处红花凋零翠叶枯落，一切美好的景物渐渐地衰残。只有那滔滔的长江水，不声不响地向东流淌。不忍心登高遥看远方，眺望渺茫遥远的故乡，渴求回家的心思难以收拢。叹息这些年来的行踪，为什么苦苦地长期停留在异乡？想起美人，正在华丽的楼上抬头凝望，多少次错把远处驶来的船当作心上人回家的船。她哪会知道我，倚着栏杆，愁思正如此的深重。,八声甘州·对潇潇暮雨洒江天
